139.91.0.0/16|8522|24482,2603,21320,5408,8522|ris|rrc07|A|1532511223|24482
139.91.0.0/16|8522|24482,2603,21320,5408,8522|ris|rrc21|A|1532511223|24482
139.91.0.0/16|8522|24482,174,21320,21320,21320,21320,5408,8522|routeviews|route-views.sg|A|1532511225|24482
139.91.0.0/16|8522|24482,174,21320,21320,21320,21320,5408,8522|ris|rrc13|A|1532511225|24482
139.91.0.0/16|8522|24482,174,21320,21320,21320,21320,5408,8522|ris|rrc11|A|1532511225|24482
139.91.0.0/16|8522|24482,174,21320,21320,21320,21320,5408,8522|ris|rrc10|A|1532511225|24482
139.91.0.0/16|8522|24482,174,21320,21320,21320,21320,5408,8522|ris|rrc20|A|1532511225|24482
139.91.0.0/16|8522|24482,174,21320,21320,21320,21320,5408,8522|ris|rrc07|A|1532511225|24482
139.91.0.0/16|8522|24482,174,21320,21320,21320,21320,5408,8522|ris|rrc21|A|1532511225|24482
139.91.0.0/16|8522|36236,16397,26615,6762,2603,21320,5408,8522|routeviews|route-views4|A|1532511238|36236
139.91.0.0/16|8522|24482,174,21320,21320,21320,21320,5408,8522|routeviews|route-views4|A|1532511250|24482
139.91.0.0/16|8522|24482,2603,21320,5408,8522|routeviews|route-views.sg|A|1532511809|24482
139.91.0.0/16|8522|24482,2603,21320,5408,8522|ris|rrc07|A|1532511810|24482
139.91.0.0/16|8522|24482,2603,21320,5408,8522|ris|rrc10|A|1532511810|24482
139.91.0.0/16|8522|24482,2603,21320,5408,8522|ris|rrc11|A|1532511810|24482
139.91.0.0/16|8522|24482,2603,21320,5408,8522|ris|rrc13|A|1532511810|24482
139.91.0.0/16|8522|24482,2603,21320,5408,8522|ris|rrc21|A|1532511810|24482
139.91.0.0/16|8522|24482,2603,21320,5408,8522|ris|rrc20|A|1532511810|24482
139.91.0.0/16|8522|24482,174,21320,21320,21320,21320,5408,8522|routeviews|route-views.sg|A|1532511811|24482
139.91.0.0/16|8522|24482,174,21320,21320,21320,21320,5408,8522|ris|rrc07|A|1532511812|24482
139.91.0.0/16|8522|24482,174,21320,21320,21320,21320,5408,8522|ris|rrc10|A|1532511812|24482
139.91.0.0/16|8522|24482,174,21320,21320,21320,21320,5408,8522|ris|rrc11|A|1532511812|24482
139.91.0.0/16|8522|24482,174,21320,21320,21320,21320,5408,8522|ris|rrc13|A|1532511812|24482
139.91.0.0/16|8522|24482,174,21320,21320,21320,21320,5408,8522|ris|rrc21|A|1532511812|24482
139.91.0.0/16|8522|24482,174,21320,21320,21320,21320,5408,8522|ris|rrc20|A|1532511812|24482
139.91.0.0/16|8522|36236,16397,26615,6762,2603,21320,5408,8522|routeviews|route-views4|A|1532511813|36236
139.91.0.0/16|8522|24482,174,21320,21320,21320,21320,5408,8522|routeviews|route-views4|A|1532511820|24482
139.91.0.0/16|8522|37468,2603,21320,5408,8522|routeviews|route-views.eqix|A|1532512172|37468
139.91.0.0/16|8522|37468,2603,21320,5408,8522|routeviews|route-views.napafrica|A|1532512173|37468
139.91.0.0/16|8522|52720,37468,2603,21320,5408,8522|routeviews|route-views.saopaulo|A|1532512173|52720
139.91.0.0/16|8522|37468,1299,21320,21320,21320,21320,5408,8522|routeviews|route-views.eqix|A|1532512173|37468
139.91.0.0/16|8522|52720,37468,2603,21320,5408,8522|ris|rrc15|A|1532512173|52720
139.91.0.0/16|8522|37468,2603,21320,5408,8522|ris|rrc19|A|1532512173|37468
139.91.0.0/16|8522|37468,174,21320,21320,21320,21320,5408,8522|routeviews|route-views.napafrica|A|1532512174|37468
139.91.0.0/16|8522|37468,2603,21320,5408,8522|routeviews|route-views.napafrica|A|1532512174|37468
139.91.0.0/16|8522|37468,174,21320,21320,21320,21320,5408,8522|routeviews|route-views.napafrica|A|1532512174|37468
139.91.0.0/16|8522|52720,37468,1299,21320,21320,21320,21320,5408,8522|routeviews|route-views.saopaulo|A|1532512174|52720
139.91.0.0/16|8522|52720,37468,1299,21320,21320,21320,21320,5408,8522|ris|rrc15|A|1532512174|52720
139.91.0.0/16|8522|37468,174,21320,21320,21320,21320,5408,8522|ris|rrc19|A|1532512174|37468
139.91.0.0/16|8522|37468,2603,21320,5408,8522|ris|rrc19|A|1532512174|37468
139.91.0.0/16|8522|37468,174,21320,21320,21320,21320,5408,8522|ris|rrc19|A|1532512174|37468
139.91.0.0/16|8522|24482,2603,21320,5408,8522|ris|rrc13|A|1532512707|24482
139.91.0.0/16|8522|24482,2603,21320,5408,8522|ris|rrc21|A|1532512707|24482
139.91.0.0/16|8522|24482,2603,21320,5408,8522|ris|rrc11|A|1532512707|24482
139.91.0.0/16|8522|24482,2603,21320,5408,8522|ris|rrc07|A|1532512707|24482
139.91.0.0/16|8522|24482,2603,21320,5408,8522|routeviews|route-views.sg|A|1532512707|24482
139.91.0.0/16|8522|24482,2603,21320,5408,8522|ris|rrc20|A|1532512708|24482
139.91.0.0/16|8522|24482,2603,21320,5408,8522|ris|rrc10|A|1532512708|24482
139.91.0.0/16|8522|24482,174,21320,21320,21320,21320,5408,8522|ris|rrc21|A|1532512710|24482
139.91.0.0/16|8522|24482,174,21320,21320,21320,21320,5408,8522|ris|rrc07|A|1532512710|24482
139.91.0.0/16|8522|24482,174,21320,21320,21320,21320,5408,8522|routeviews|route-views.sg|A|1532512710|24482
139.91.0.0/16|8522|24482,174,21320,21320,21320,21320,5408,8522|ris|rrc13|A|1532512711|24482
139.91.0.0/16|8522|24482,174,21320,21320,21320,21320,5408,8522|ris|rrc20|A|1532512711|24482
139.91.0.0/16|8522|24482,174,21320,21320,21320,21320,5408,8522|ris|rrc11|A|1532512711|24482
139.91.0.0/16|8522|24482,174,21320,21320,21320,21320,5408,8522|ris|rrc10|A|1532512711|24482
139.91.0.0/16|8522|36236,16397,26615,6762,2603,21320,5408,8522|routeviews|route-views4|A|1532512720|36236
139.91.0.0/16|8522|24482,174,21320,21320,21320,21320,5408,8522|routeviews|route-views4|A|1532512720|24482
